source_index,tweet_id,topic,original_text,cleaned_text
1393,2080600000590229604,7,"Govt sought time till tomorrow to decide on #DharmendraPradhan's resignation', CJP after meeting Union ministers

A meeting was held between Union Ministers #JPNadda and Jitendra Singh, and #CJP chief spokesperson #SauravDas and national spokesperson #AshutoshRanka, amid the https://t.co/Fc9JTYnirj","Govt sought time till tomorrow to decide on DharmendraPradhan's resignation', CJP after meeting Union ministers A meeting was held between Union Ministers JPNadda and Jitendra Singh, and CJP chief spokesperson SauravDas and national spokesperson AshutoshRanka, amid the"
1394,2080599784646398401,7,"Delhi: On demand for the resignation of Education Minister Dharmendra Pradhan, CJP's Chief Spokesperson Saurav Das says, ""We spoke with them (Union Ministers JP Nadda and Jitendra Singh). We told them that this is non-negotiable. It's not about the CJP, Sonam ji, or any one https://t.co/u8fHMU0WXX","Delhi: On demand for the resignation of Education Minister Dharmendra Pradhan, CJP's Chief Spokesperson Saurav Das says, ""We spoke with them (Union Ministers JP Nadda and Jitendra Singh). We told them that this is non-negotiable. It's not about the CJP, Sonam ji, or any one"
1395,2080599393808662586,10,#BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.,BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.
1396,2080598129645347287,10,"🚨 BREAKING | Delhi High Court Rejects PIL
The Delhi High Court has dismissed a Public Interest Litigation (PIL) seeking an NIA investigation into the CJP protest at Jantar Mantar in New Delhi.",🚨 BREAKING | Delhi High Court Rejects PIL The Delhi High Court has dismissed a Public Interest Litigation (PIL) seeking an NIA investigation into the CJP protest at Jantar Mantar in New Delhi.
1397,2080598119293870192,6,Delhi Police reaction after Lathi Charge at Jantar Mantar for CJP Protest https://t.co/KiL8VgbtC9,Delhi Police reaction after Lathi Charge at Jantar Mantar for CJP Protest
1398,2080598100637601870,-1,"India Orders GitHub to Block Jack Dorsey's Bitchat App Amid #Delhi Protest Crackdown

https://t.co/GAzaadS1gr",India Orders GitHub to Block Jack Dorsey's Bitchat App Amid Delhi Protest Crackdown
1399,2080598085265453374,7,"VIDEO | Delhi: On demand for the resignation of Education Minister Dharmendra Pradhan, CJP's Chief Spokesperson Saurav Das says, ""We spoke with them (Union Ministers JP Nadda and Jitendra Singh). We told them that this is non-negotiable. It's not about the CJP, Sonam ji, or any https://t.co/qnL1bAISc9","VIDEO | Delhi: On demand for the resignation of Education Minister Dharmendra Pradhan, CJP's Chief Spokesperson Saurav Das says, ""We spoke with them (Union Ministers JP Nadda and Jitendra Singh). We told them that this is non-negotiable. It's not about the CJP, Sonam ji, or any"
1400,2080598003384222021,6,Delhi Police reaction after Lathi Charge at Jantar Mantar for CJP Protest https://t.co/kvekTe04Hk,Delhi Police reaction after Lathi Charge at Jantar Mantar for CJP Protest
1401,2080597991052980300,8,"The Cockroach Janta Party (CJP) has announced it will launch a website for injʉred prøtesters and those alleging police assⱥult during the ongoing prøtests in New Delhi to upload photographs of police personnel involved. 

👉🏽 CJP said it would use the submissions to file https://t.co/ceXxrZgs2g",The Cockroach Janta Party (CJP) has announced it will launch a website for injʉred prøtesters and those alleging police assⱥult during the ongoing prøtests in New Delhi to upload photographs of police personnel involved. 👉🏽 CJP said it would use the submissions to file
1402,2080597718259634246,16,"VIDEO | Delhi: Speaking on the CJP protest, CJP spokesperson Ashutosh Ranka says, ""Our meeting with the government lasted around two hours and was crisp and to the point. We had made it clear that we no longer want assurances, we want concrete action. The government has given a https://t.co/uLkLOBNH0l","VIDEO | Delhi: Speaking on the CJP protest, CJP spokesperson Ashutosh Ranka says, ""Our meeting with the government lasted around two hours and was crisp and to the point. We had made it clear that we no longer want assurances, we want concrete action. The government has given a"
1403,2080597503473283232,2,"Jantar Mantar Live : CJP Protest में Puneet Superstar से खास बातचीत #jantarmantar #puneetsuperstar
Social media sensation @PuneetSuper  joined the ongoing students' protest at Jantar Mantar, Delhi, to show his solidarity. In this exclusive ground report by News Were, Puneet https://t.co/SRvjHdlSVS","Jantar Mantar Live : CJP Protest में Puneet Superstar से खास बातचीत jantarmantar puneetsuperstar Social media sensation joined the ongoing students' protest at Jantar Mantar, Delhi, to show his solidarity. In this exclusive ground report by News Were, Puneet"
1404,2080597393993851308,10,#BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.,BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.
1405,2080597286556680414,7,"JP Nadda, Jitendra Singh Hold Talks with CJP Delegation Amid Ongoing Paper Leak Protest in Delhi https://t.co/FE2shMm4FM","JP Nadda, Jitendra Singh Hold Talks with CJP Delegation Amid Ongoing Paper Leak Protest in Delhi"
1406,2080597025968861235,4,"""I scored 96% in JEE Main, yet couldn't get into IIT Delhi. My friend scored 79% and got in.""

A student voices his frustration at the CJP protest: ""Why is no one talking about reservation?""

@RitikaChandola https://t.co/SZrH5ZtmHY","""I scored 96% in JEE Main, yet couldn't get into IIT Delhi. My friend scored 79% and got in."" A student voices his frustration at the CJP protest: ""Why is no one talking about reservation?"""
1407,2080596702206066914,7,"JP Nadda shared details of the meeting between the Centre and the Cockroach Janata Party (CJP) over the NEET paper leak issue, confirming that both sides have agreed to meet again tomorrow. The discussions are aimed at addressing the protesters' demands and finding a way forward. https://t.co/oWXeMrmDou","JP Nadda shared details of the meeting between the Centre and the Cockroach Janata Party (CJP) over the NEET paper leak issue, confirming that both sides have agreed to meet again tomorrow. The discussions are aimed at addressing the protesters' demands and finding a way forward."
1408,2080596357916594339,0,"#BreakingNews | CJP member Abhijeet Dipke has reiterated the demand for Union Education Minister Dharmendra Pradhan’s resignation, saying the protest movement will continue until accountability is addressed.  

The statement comes amid the ongoing Delhi protest, where https://t.co/C4QYsZgpJy","BreakingNews | CJP member Abhijeet Dipke has reiterated the demand for Union Education Minister Dharmendra Pradhan’s resignation, saying the protest movement will continue until accountability is addressed. The statement comes amid the ongoing Delhi protest, where"
1409,2080596148763717910,10,"Delhi HC Allows Withdrawal Of PIL On CJP Protest 

PIL Sought NIA Probe Into 'Chalo Sansad' March 

HC: Authorities Will Take Action As Required",Delhi HC Allows Withdrawal Of PIL On CJP Protest PIL Sought NIA Probe Into 'Chalo Sansad' March HC: Authorities Will Take Action As Required
1410,2080596029582487930,20,"Delhi Police released CCTV footage from 20th July showing CJP goons breaking the barricades to head to Parliament, which led to a lathi-charge. https://t.co/W6cDrAjImr","Delhi Police released CCTV footage from 20th July showing CJP goons breaking the barricades to head to Parliament, which led to a lathi-charge."
1411,2080594561018270171,22,"Delhi University has issued an official advisory urging students and faculty to stay away from unlawful assemblies or demonstrations at Jantar Mantar.
The advisory cites safety, legal compliance, academic impact, and warns against fake and misleading content
#protest #cjp #resign https://t.co/MVQglIg0HO","Delhi University has issued an official advisory urging students and faculty to stay away from unlawful assemblies or demonstrations at Jantar Mantar. The advisory cites safety, legal compliance, academic impact, and warns against fake and misleading content protest cjp resign"
1412,2080594349948309682,-1,"@amitmalviya They are the goons of CJP, planted by corrupt ex delhi liquor CM Arvind Kejriwal. Govt should take strict action against these goons. Who want to do Chaos in the name of student protest.","They are the goons of CJP, planted by corrupt ex delhi liquor CM Arvind Kejriwal. Govt should take strict action against these goons. Who want to do Chaos in the name of student protest."
1413,2080593581396447313,7,CJP spokesperson Saurav Das left for a crucial meeting with the Centre at the Constitution Club of India in New Delhi to discuss the NEET paper leak issue. The talks come amid nationwide protests and growing demands for examination reforms and greater accountability in the https://t.co/Exrvit7QBl,CJP spokesperson Saurav Das left for a crucial meeting with the Centre at the Constitution Club of India in New Delhi to discuss the NEET paper leak issue. The talks come amid nationwide protests and growing demands for examination reforms and greater accountability in the
1414,2080593214395002892,7,"🚨 TALKS BEGIN, BUT QUESTIONS REMAIN | 🚨 बातचीत शुरू, लेकिन सवाल बरकरार 🇮🇳

📍 Constitution Club &amp; Jantar Mantar, New Delhi
📅 24 July 2026
⏰ As of 3:15 PM IST

🤝 The first formal meeting between the #CentralGovernment and CJP is underway after both sides agreed on a neutral https://t.co/A3MnRtj2KJ","🚨 TALKS BEGIN, BUT QUESTIONS REMAIN | 🚨 बातचीत शुरू, लेकिन सवाल बरकरार 🇮🇳 📍 Constitution Club & Jantar Mantar, New Delhi 📅 24 July 2026 ⏰ As of 3:15 PM IST 🤝 The first formal meeting between the CentralGovernment and CJP is underway after both sides agreed on a neutral"
1415,2080593156907901038,10,"The Delhi High Court on Friday refused to entertain a PIL seeking directions for an investigation by the National Investigation Agency into the July 20 “Sansad Chalo” protest over the NEET paper leak

#NEET #CJP #StudentProtest 

Read more: https://t.co/tmxvmZ8nfS https://t.co/QdsEA7R957",The Delhi High Court on Friday refused to entertain a PIL seeking directions for an investigation by the National Investigation Agency into the July 20 “Sansad Chalo” protest over the NEET paper leak NEET CJP StudentProtest Read more:
1416,2080592794394243446,-1,"In any true democracy, when a massive failures like the NEET paper leak happens, the minister should accept responsibility and resign. 
Forcing lakhs of students to protest on the streets is not a sign of healthy democracy. Take accountability. #NEETScam 
#CJP #Delhi #NEET","In any true democracy, when a massive failures like the NEET paper leak happens, the minister should accept responsibility and resign. Forcing lakhs of students to protest on the streets is not a sign of healthy democracy. Take accountability. NEETScam CJP Delhi NEET"
1417,2080592783849783701,-1,"CJP protest: Delhi Police cancels all routine leaves amid rising law and order concerns https://t.co/E9Z2WqfbJc 
#DelhiPolice #DelhiProtests #NEETRow #LawAndOrder #DelhiNews",CJP protest: Delhi Police cancels all routine leaves amid rising law and order concerns DelhiPolice DelhiProtests NEETRow LawAndOrder DelhiNews
1418,2080592310627405898,6,"@RDXThinksThat The attempt to liken the Delhi Police’s lathi charge on CJP protesters at Jantar Mantar to General Dyer’s atrocity at Jallianwala Bagh is both abhorrent and irresponsible. 

Such comparisons trivialize a historic massacre and dishonor its victims.

To claim we can speak and",The attempt to liken the Delhi Police’s lathi charge on CJP protesters at Jantar Mantar to General Dyer’s atrocity at Jallianwala Bagh is both abhorrent and irresponsible. Such comparisons trivialize a historic massacre and dishonor its victims. To claim we can speak and
1419,2080592114124271869,0,"CJP protest LIVE Updates: CJP says govt has asked for time till Saturday afternoon on demand for Pradhan’s resignation

https://t.co/ZeMFRcwF0b",CJP protest LIVE Updates: CJP says govt has asked for time till Saturday afternoon on demand for Pradhan’s resignation
1420,2080591976794308778,5,"New Delhi Metro Station Closed, No Interchange Facility Amid CJP Protest; Here’s When Services May Resume

https://t.co/Tdd0vk8Exu https://t.co/qSLvG9s2St","New Delhi Metro Station Closed, No Interchange Facility Amid CJP Protest; Here’s When Services May Resume"
1421,2080591612552552658,3,"@UN @UN_HRC @hrw @CIJ_ICJ @IntlCrimCourt @USCIRF @rashtrapatibhvn @indSupremeCourt @DelhiHighCourt @PMOIndia @LtGovDelhi @RekhaGuptaCM @CPDelhi @DelhiPolice
thequint ""These protestors want to turn India into Bangladesh and Nepal,"" and ""We'll beat them black and blue,” are some of","thequint ""These protestors want to turn India into Bangladesh and Nepal,"" and ""We'll beat them black and blue,” are some of"
1422,2080591336932065675,5,"New Delhi metro station closed amid protest by CJP, interchange facility also suspended https://t.co/cfKQlyz8kf #india #news https://t.co/XQeSr5fmwY","New Delhi metro station closed amid protest by CJP, interchange facility also suspended india news"
1423,2080591162537304196,-1,"Bitchat is one of the most interesting protocols I’ve come across.

When internet services were suspended around Jantar Mantar in Delhi, one of my first thoughts was that this is exactly the kind of scenario decentralized, peer-to-peer communication protocols are designed for.","Bitchat is one of the most interesting protocols I’ve come across. When internet services were suspended around Jantar Mantar in Delhi, one of my first thoughts was that this is exactly the kind of scenario decentralized, peer-to-peer communication protocols are designed for."
1424,2080590369637679447,10,"#BREAKING 'It Is For Centre To Decide': Delhi High Court Rejects PIL Seeking NIA Probe Into Students Protest At Jantar Mantar

#JantarMantar #NEETProtests @NIA_India 
https://t.co/St4XoP0znz",BREAKING 'It Is For Centre To Decide': Delhi High Court Rejects PIL Seeking NIA Probe Into Students Protest At Jantar Mantar JantarMantar NEETProtests
1425,2080590234446864516,0,"Talks between the central government and Cockroach Janta Party representatives concluded at Constitution Club, Delhi on Wednesday, ending without a resolution on the demand for Education Minister Dharmendra Pradhan's resignation. Senior ministers JP Nadda and Jitendra Singh asked https://t.co/abaumrNc95","Talks between the central government and Cockroach Janta Party representatives concluded at Constitution Club, Delhi on Wednesday, ending without a resolution on the demand for Education Minister Dharmendra Pradhan's resignation. Senior ministers JP Nadda and Jitendra Singh asked"
1426,2080590210396827875,13,"Sonum Wangchuk has ended fast 

CJP protest LIVE: Sonam Wangchuk ends fast, delegation meets Centre today | Students Jantar Mantar Protest live news updates | Delhi Metro Stations closed for 3rd day | CJP- Nadda meet LIve news https://t.co/bHDDY4owUh
@Atmojoarjalojo","Sonum Wangchuk has ended fast CJP protest LIVE: Sonam Wangchuk ends fast, delegation meets Centre today | Students Jantar Mantar Protest live news updates | Delhi Metro Stations closed for 3rd day | CJP- Nadda meet LIve news"
1427,2080590187906949582,4,"Who Entered The NEET Protest Crowd?

#jantarmantar #cjpprotest #cjp #delhi #delhiprotest #jantarmantarprotest #neet #dharmendrapradhan #sonamwangchuk #paperLeak #studentprotest #rahulgandhi https://t.co/4ToPXWEwjp",Who Entered The NEET Protest Crowd? jantarmantar cjpprotest cjp delhi delhiprotest jantarmantarprotest neet dharmendrapradhan sonamwangchuk paperLeak studentprotest rahulgandhi
1428,2080589465576182265,-1,"Dr @Swamy39
CJP Jantar Mantar Protest Live Updates: 'Heard their demands, will get back to them' - Nadda after 2-hour meet with CJP🔴🔴
@jagdishshetty @ArvindChaturved
 https://t.co/Lto1DKkGkW","Dr CJP Jantar Mantar Protest Live Updates: 'Heard their demands, will get back to them' - Nadda after 2-hour meet with CJP🔴🔴"
1429,2080588925337502163,0,"Union Cabinet Passes Bill To Provide Stricter Punishments For Paper Leaks: Sources

#PaperLeak #UnionCabinet #NEET #CJPProtest

https://t.co/sQkOB25J8Z",Union Cabinet Passes Bill To Provide Stricter Punishments For Paper Leaks: Sources PaperLeak UnionCabinet NEET CJPProtest
1430,2080588785763635669,-1,@PadmajaJoshi Ajit Dipke claims to be head of CJP should also resign from his post taking moral responsibility for absenting himself during protest and directing his followers to mercilessly thrash Police officials and security personnel during Parlment Chalo in Delhi,Ajit Dipke claims to be head of CJP should also resign from his post taking moral responsibility for absenting himself during protest and directing his followers to mercilessly thrash Police officials and security personnel during Parlment Chalo in Delhi
1431,2080588702112526519,-1,"CJP Protest Delhi Live Updates, NEET Protest: Cabinet nod to paper leak bill; CJP continues protest at Jantar Mantar
https://t.co/vH6yPTswKt","CJP Protest Delhi Live Updates, NEET Protest: Cabinet nod to paper leak bill; CJP continues protest at Jantar Mantar"
1432,2080588685402345473,9,"Delhi Police and protest group CJP are locked in a dispute over food meant for demonstrators at Jantar Mantar. CJP spokesperson Saurav Das alleged on X that three boys were detained at Nizamuddin Police Station while carrying food for protesters, accusing police of targeting Gen","Delhi Police and protest group CJP are locked in a dispute over food meant for demonstrators at Jantar Mantar. CJP spokesperson Saurav Das alleged on X that three boys were detained at Nizamuddin Police Station while carrying food for protesters, accusing police of targeting Gen"
1433,2080588673851232664,3,"She is Instagram influencer Sunita Bhatt with over 200K+ followers. She has been making anti-BJP videos for a long time and has been covering the CJP protest since day one.

Now yesterday, she was threatening the Delhi Police to beat them with lathis.
#GenZWithBharat 
#PMModi https://t.co/ClmFHNS6fZ","She is Instagram influencer Sunita Bhatt with over 200K+ followers. She has been making anti-BJP videos for a long time and has been covering the CJP protest since day one. Now yesterday, she was threatening the Delhi Police to beat them with lathis. GenZWithBharat PMModi"
1434,2080588163295359033,14,"@TheQuint Delhi police to probe violence against police in CJP protest, 11 FIRs filed so far | India News https://t.co/vD37sPaS8N

All your demands you call as ""met"" seems to have ZERO significance on ground.","Delhi police to probe violence against police in CJP protest, 11 FIRs filed so far | India News All your demands you call as ""met"" seems to have ZERO significance on ground."
1435,2080588038518854019,7,"#BreakingNews | JP Nadda says government will respond tomorrow after discussing CJP's three demands and five exam reform suggestions following a two-hour meeting.

@JamwalNews18   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/pqiiElGezS",BreakingNews | JP Nadda says government will respond tomorrow after discussing CJP's three demands and five exam reform suggestions following a two-hour meeting. | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:
1436,2080587997863669838,7,"CJP Delegation, Union Ministers Hold Talks to Resolve Student Protest

Union Ministers @JPNadda and @DrJitendraSingh  met a delegation of the Central Joint Platform (CJP) at the Constitution Club in New Delhi as both sides held discussions to find a resolution.

#GenZWithBharat https://t.co/BhJGxaEHDZ","CJP Delegation, Union Ministers Hold Talks to Resolve Student Protest Union Ministers and met a delegation of the Central Joint Platform (CJP) at the Constitution Club in New Delhi as both sides held discussions to find a resolution. GenZWithBharat"
1437,2080587721836462340,0,"#WATCH | Delhi | LoP, Lok Sabha, Rahul Gandhi says, ""Dharmendra Pradhan is a criminal education minister. He has to be removed. He is a symbol of the collapse of our education system. He has to go. He is the reason why thousands of people are outside. He has to go."" 
🪳✊ #CJP https://t.co/pW5xpTj10S","WATCH | Delhi | LoP, Lok Sabha, Rahul Gandhi says, ""Dharmendra Pradhan is a criminal education minister. He has to be removed. He is a symbol of the collapse of our education system. He has to go. He is the reason why thousands of people are outside. He has to go."" 🪳✊ CJP"
1438,2080587709874106437,11,"▶️ #WATCH | Amidst speculation regarding the arrest of CJP chief Abhijeet Dipke, spokespersons, and members, Abhijeet Dipke @abhijeet_dipke addressed the gathering at Delhi's Jantar Mantar and spoke clearly about the future course of action.

Dipke said:

➡️ I have received an https://t.co/uLquPWdNzL","▶️ WATCH | Amidst speculation regarding the arrest of CJP chief Abhijeet Dipke, spokespersons, and members, Abhijeet Dipke addressed the gathering at Delhi's Jantar Mantar and spoke clearly about the future course of action. Dipke said: ➡️ I have received an"
1439,2080587235489960411,10,"Chief Justice of India Surya Kant has clarified that no petition related to the CJP protest was formally filed before the Supreme Court, rejecting media reports that claimed he had refused an urgent hearing. He said the reports created a false impression, as no petition had been https://t.co/xLDki9CLsS","Chief Justice of India Surya Kant has clarified that no petition related to the CJP protest was formally filed before the Supreme Court, rejecting media reports that claimed he had refused an urgent hearing. He said the reports created a false impression, as no petition had been"
1440,2080587004908371971,0,"Cockroach Janta Party (CJP) Protest, Delhi 

NEET Paper Leak issue

PM Narendra Modi announces Fast Track Court for Paper Leak Cases
https://t.co/JnVHje4JS2 https://t.co/vWRf8OvddB","Cockroach Janta Party (CJP) Protest, Delhi NEET Paper Leak issue PM Narendra Modi announces Fast Track Court for Paper Leak Cases"
1441,2080586822992695568,-1,"#BreakingNews | Rahul Gandhi slams centre for violence during July 20th protest violence

@JamwalNews18   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/aNIieODGVs https://t.co/TtbSz88JTd",BreakingNews | Rahul Gandhi slams centre for violence during July 20th protest violence | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:
1442,2080586580235018650,-1,"#WATCH | Delhi | After meeting with the government, Cockroach Janta Party's National Spokesperson Ashutosh Ranka says, ""The government has asked for time till tomorrow afternoon on our demand for Dharmendra Pradhan's resignation. We hope the govt will remove him soon. The https://t.co/YR3SdaQqhY","WATCH | Delhi | After meeting with the government, Cockroach Janta Party's National Spokesperson Ashutosh Ranka says, ""The government has asked for time till tomorrow afternoon on our demand for Dharmendra Pradhan's resignation. We hope the govt will remove him soon. The"
1443,2080586509564944826,7,"Watch | 'Govt sought time till tomorrow to decide on #DharmendraPradhan's resignation', CJP after meeting Union ministers

A meeting was held between Union Ministers #JPNadda and Jitendra Singh, and #CJP chief spokesperson #SauravDas and national spokesperson #AshutoshRanka, amid https://t.co/EtwnjdMhj1","Watch | 'Govt sought time till tomorrow to decide on DharmendraPradhan's resignation', CJP after meeting Union ministers A meeting was held between Union Ministers JPNadda and Jitendra Singh, and CJP chief spokesperson SauravDas and national spokesperson AshutoshRanka, amid"
1444,2080586376748441794,1,"Anti National CJP protest attempts has been handled superbly by Bihar, UP,MP &amp; Bengal police. Honestly with due respects I am disappointed with Delhi police again. Good to see protest getting exposed &amp; losing value day by day @sreeramjvc @VijayTrichy06 @vyasa1968 @ashokbala72","Anti National CJP protest attempts has been handled superbly by Bihar, UP,MP & Bengal police. Honestly with due respects I am disappointed with Delhi police again. Good to see protest getting exposed & losing value day by day"
1445,2080586340119548015,-1,"@Krishan10_ Delhi Police ACP Vivek Bhagat (Connaught Place) was injured during violence linked to a CJP (Citizens for Justice and Peace, or related protest group) demonstration.
The clash occurred around 8:30 PM on July 22/23, 2026, near Jantar Mantar/Tolstoy Marg/Connaught Place.
Reports","Delhi Police ACP Vivek Bhagat (Connaught Place) was injured during violence linked to a CJP (Citizens for Justice and Peace, or related protest group) demonstration. The clash occurred around 8:30 PM on July 22/23, 2026, near Jantar Mantar/Tolstoy Marg/Connaught Place. Reports"
1446,2080586130005860662,-1,GenZ going crazy 🤪 in India 🇮🇳 CJP protest 🪧 at Jantar Mantar Delhi. https://t.co/h4lq2WDHo6,GenZ going crazy 🤪 in India 🇮🇳 CJP protest 🪧 at Jantar Mantar Delhi.
1447,2080585677104710075,0,"CJP Demands Resignation of Education Minister Amid Ongoing Protests and Compensation Calls

@SimranBabbar_05   @Arunima24  with @GrihaAtul   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/aNIieODGVs https://t.co/VardKNAXNq",CJP Demands Resignation of Education Minister Amid Ongoing Protests and Compensation Calls with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:
1448,2080585435911262580,1,Peaceful people from Malappuram are the main supporters of CJP in Delhi. And peaceful people think they can overthrow Narendra Modi through this protest.,Peaceful people from Malappuram are the main supporters of CJP in Delhi. And peaceful people think they can overthrow Narendra Modi through this protest.
1449,2080585336531607552,7,"VIDEO | Delhi: CJP delegation meets Union Ministers JP Nadda, Jitendra Singh. CJP spokesperson Saurav Das speaks to media after the meeting. He says, ""Another issue we raised was that the Delhi Police has been detaining a large number of young men and women since last night, https://t.co/KY6koivNQc","VIDEO | Delhi: CJP delegation meets Union Ministers JP Nadda, Jitendra Singh. CJP spokesperson Saurav Das speaks to media after the meeting. He says, ""Another issue we raised was that the Delhi Police has been detaining a large number of young men and women since last night,"
1450,2080584928404951374,4,He's not wrong. The protest by CJP in Delhi have very little to do with student issues and mostly to do with politics. The entire show was run by AAP + professional andolanjeevis. The fact that no one uttered a word about similar issues happening in KA and PB said it all.,He's not wrong. The protest by CJP in Delhi have very little to do with student issues and mostly to do with politics. The entire show was run by AAP + professional andolanjeevis. The fact that no one uttered a word about similar issues happening in KA and PB said it all.
1451,2080584917629784479,3,"Ayesha Khan said that she had her period while shooting an item dance for the Dhurandhar movie.

Now she has said that she had her period during the CJP protest too.

People are criticizing her and asking - Why does she always have her period? Is she using it to play the victim https://t.co/Il0hnHUVlk",Ayesha Khan said that she had her period while shooting an item dance for the Dhurandhar movie. Now she has said that she had her period during the CJP protest too. People are criticizing her and asking - Why does she always have her period? Is she using it to play the victim
1452,2080584868803539147,0,"#BreakingNews | CJP says they want resignation of Dharmendra Pradhan. CJP claims Govt Ministers said they will reply on this by Saturday afternoon

@SimranBabbar_05   @Arunima24  with @GrihaAtul   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/wS0JNlwsg5",BreakingNews | CJP says they want resignation of Dharmendra Pradhan. CJP claims Govt Ministers said they will reply on this by Saturday afternoon with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:
1453,2080584707755102686,3,The future of India!!! Delhi poljce journalists were attacked who and why in CJP protest?,The future of India!!! Delhi poljce journalists were attacked who and why in CJP protest?
1454,2080584508945187163,1,"From a Maharaja's passion project to India's address for democratic dissent.
How #JantarMantar transformed from an observatory into a protest site that has repeatedly shaken the seat of government.
#CJP #delhi #Students

I write for @PTI_News 

read: https://t.co/zbFF0ChyQi https://t.co/41lpQkWeHC",From a Maharaja's passion project to India's address for democratic dissent. How JantarMantar transformed from an observatory into a protest site that has repeatedly shaken the seat of government. CJP delhi Students I write for read:
1455,2080583757820821841,17,"""When I went to the CJP protest, I never expected I'd be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I https://t.co/330g23FFnV","""When I went to the CJP protest, I never expected I'd be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I"
1456,2080583616589889905,9,"Can carrying food to a protest become a reason to be stopped?

The CJP has alleged that people bringing food for protesters from Nizamuddin were detained by police, claiming an officer told them they were stopped because they were ""carrying food.""

In a separate post, the party https://t.co/hXSdi0MYlT","Can carrying food to a protest become a reason to be stopped? The CJP has alleged that people bringing food for protesters from Nizamuddin were detained by police, claiming an officer told them they were stopped because they were ""carrying food."" In a separate post, the party"
1457,2080583133481640383,-1,"CJP Delegation Engages with Government Amidst Ongoing Protests at Jantar Mantar

@SimranBabbar_05   @Arunima24  with @GrihaAtul   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/aNIieODGVs https://t.co/vGaL4Y3dfv",CJP Delegation Engages with Government Amidst Ongoing Protests at Jantar Mantar with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:
1458,2080582495104540842,-1,"Dr @Swamy39
CJP Jantar Mantar Protest Live Updates: Round 2 of talks, Centre, CJP representatives meet amid student protests🔴🔴
@jagdishshetty
 https://t.co/Lto1DKleau","Dr CJP Jantar Mantar Protest Live Updates: Round 2 of talks, Centre, CJP representatives meet amid student protests🔴🔴"
1459,2080582162798236090,3,"Keep politics aside. I don't care which party you support.

I want to raise an important issue.

Narendra Modi is our sitting Prime Minister.

He is a man.

But the way hundreds of girls abused and sexually harassed him at the CJP protest is not okay.

All of them should be https://t.co/09bVZtGeQv",Keep politics aside. I don't care which party you support. I want to raise an important issue. Narendra Modi is our sitting Prime Minister. He is a man. But the way hundreds of girls abused and sexually harassed him at the CJP protest is not okay. All of them should be
1460,2080581655404924983,-1,"Delhi | Jantar Mantar | CJP Protest

This is extremely disturbing.

A woman is being intimidated and harassed by a mob in broad daylight during the CJP protest.

You can easily identify these people. https://t.co/AUj37KzDkz",Delhi | Jantar Mantar | CJP Protest This is extremely disturbing. A woman is being intimidated and harassed by a mob in broad daylight during the CJP protest. You can easily identify these people.
1461,2080581645191790682,-1,"Rajat Bhai always stands for the respect of girls.... students protest mai rajat bhai 
#rajatdalal #JantarMandar #jantarmantar #StudentsProtests #cjp #government #gorillagang #delhiprotest #delhi https://t.co/8r0WXxavIU",Rajat Bhai always stands for the respect of girls.... students protest mai rajat bhai rajatdalal JantarMandar jantarmantar StudentsProtests cjp government gorillagang delhiprotest delhi
1462,2080581087781339409,7,"Watch | Delhi: A meeting was held between Union Ministers JP Nadda and Jitendra Singh and Cockroach Janta Party’s Chief Spokesperson Saurav Das and National Spokesperson Ashutosh Ranka. 

@JPNadda | @DrJitendraSingh | @abhijeet_dipke | @SauravDassss | @AshutoshRanka | #Delhi | https://t.co/rdmvnVghfA",Watch | Delhi: A meeting was held between Union Ministers JP Nadda and Jitendra Singh and Cockroach Janta Party’s Chief Spokesperson Saurav Das and National Spokesperson Ashutosh Ranka. | | | | | Delhi |
